#queryName	queryLength	firstQueryPos	lastQueryPos	hitName	hitLength	firstHitPos	lastHitPos	frame	hitDescription	numberOfHits	coverage	identity	evalue	score	hspLength	relIdentity
4251_g	135	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4252_g	4496	1311	4442	B3L3T2	1501	543	1494	+3	Putative uncharacterized protein	8	0.57	200	3e-56	227	849	0.24
4253_g	1434	34	1431	I2FKC7	466	2	466	+1	Isocitrate dehydrogenase [NADP]	30	1.00	385	0	799	466	0.83
4254_g	459	22	441	Q8IDP0	370	218	359	+1	Putative uncharacterized protein	5	0.39	41	2e-10	70	143	0.29
4255_g	1353	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4256_g	1038	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4257_g	525	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4258_g	144	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4259_g	1588	7	249	Q8IHP9	2940	18	96	+1	Sporozoite asparagine-rich protein	8	0.03	35	1e-09	70	81	0.44
4260_g	2109	1	303	B3L8U2	413	1	100	+1	Putative uncharacterized protein	5	0.24	38	4e-09	69	101	0.38
4261_g	834	1	810	Q8IE47	273	1	270	+1	NAD-dependent protein deacylase Sir2A	30	0.99	198	1e-112	410	270	0.74
4262_g	5543	3243	4610	Q4YN11	848	60	510	+3	Putative uncharacterized protein (Fragment) 	18	0.56	113	6e-29	136	472	0.24
4263_g	1776	1	1773	Q7REV9	584	1	584	+1	Putative uncharacterized protein PY04954 	6	1.05	246	1e-87	329	615	0.40
4264_g	2151	37	1956	Q8I3U1	1332	43	707	+1	Ubiquitin carboxyl-terminal hydrolase 	30	0.51	383	0	730	673	0.57
4265_g	2298	988	2292	A5K9J2	1346	944	1345	+1	Ubiquitin carboxyl-terminal hydrolase 	30	0.33	226	2e-119	435	441	0.52
4266_g	3405	2350	2943	F1R568	419	45	226	+1	Uncharacterized protein (Fragment)	3	0.49	57	1e-06	62	207	0.28
4267_g	690	4	618	Q4YTH5	176	3	170	+1	Putative uncharacterized protein	6	1.18	84	6e-25	119	208	0.41
4268_g	1761	1	1521	C6S3K4	433	1	387	+1	Geranylgeranyl transferase type2 beta 	30	0.72	160	4e-78	298	310	0.52
4269_g	1058	249	1055	Q7RCZ5	621	325	620	+3	Drosophila melanogaster CG12343 gene product, 	6	0.48	121	3e-28	131	300	0.41
4270_g	3366	703	3354	Q4YTK0	725	12	722	+1	Putative uncharacterized protein (Fragment) 	10	0.73	147	6e-31	142	528	0.28
4271_g	81	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4272_g	1311	58	285	B3LA99	752	33	108	+1	AP2 family, putative	6	0.10	41	1e-15	90	76	0.54
4273_g	1314	1	1311	Q9U8D3	442	1	437	+1	Adenylosuccinate synthetase	30	0.99	320	0	692	437	0.74
4274_g	3954	1288	3951	P46468	1229	328	1229	+1	Putative cell division cycle ATPase	30	0.74	671	0	1233	911	0.74
4275_g	25	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4276_g	2322	1	2319	B3LCE6	873	178	842	+1	Nuclear protein, putative	30	0.89	326	7e-159	566	781	0.42
4277_g	459	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4278_g	3357	25	3333	Q8IIV9	1141	7	1132	+1	Conserved Plasmodium protein	15	0.37	248	7e-115	421	418	0.60
4279_g	1431	76	1428	Q8ILE6	732	23	732	+1	Putative uncharacterized protein	9	0.58	196	7e-96	356	423	0.47
4280_g	672	1	567	Q7R6V7	213	1	188	+1	Putative uncharacterized protein PY07835 	16	0.89	136	2e-80	303	189	0.72
4281_g	2163	1	2160	Q8I585	581	1	580	+1	Conserved Plasmodium protein	8	0.60	158	4e-86	325	351	0.46
4282_g	2288	21	2276	Q7RP27	921	127	890	+3	Putative uncharacterized protein PY01634 	9	0.84	367	0	646	770	0.48
4283_g	3432	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4284_g	4154	1329	3659	Q7RBU8	1154	321	1074	+3	Putative uncharacterized protein PY06038 	30	0.47	152	1e-32	148	546	0.28
4285_g	3834	1285	3510	Q6A178	1127	312	1106	+1	Myosin tail 1 protein	30	0.74	167	8e-14	85	837	0.20
4286_g	75	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4287_g	33	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4288_g	1194	202	1185	C6KSS1	413	81	408	+1	Uroporphyrinogen decarboxylase	30	0.79	211	8e-127	459	328	0.65
4289_g	636	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4290_g	246	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4291_g	435	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4292_g	315	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4293_g	704	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4294_g	2002	53	1999	Q8IAP0	740	95	739	+2	Methionine aminopeptidase, putative	30	0.89	357	0	682	658	0.55
4295_g	837	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4296_g	219	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4297_g	3362	84	3272	I7HGJ5	1748	635	1731	+3	Gag-Pol polyprotein	30	0.64	442	0	730	1112	0.40
4298_g	1125	439	792	Q4H478	246	48	179	+1	Envelope protein (Fragment)	18	0.56	49	2e-08	65	138	0.36
4299_g	1281	259	1260	Q7RB89	461	111	448	+1	Histone deacetylase/AcuC/AphA family protein, 	30	0.75	201	8e-112	409	344	0.59
4300_g	2781	1219	2118	C0H4C9	3980	2989	3301	+1	Putative uncharacterized protein	11	0.08	146	7e-70	271	324	0.46
4301_g	708	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4302_g	3184	836	3181	A5K7C2	1176	315	1148	+2	Putative uncharacterized protein	5	0.18	76	3e-30	140	211	0.37
4303_g	1401	649	1395	Q8I3M2	406	101	406	+1	Putative uncharacterized protein	6	0.76	129	1e-49	203	307	0.43
4304_g	1041	1	1038	B3L619	365	1	365	+1	Developmentally regulated GTP-binding 	30	1.00	320	2e-161	573	366	0.88
4305_g	3639	2689	3360	B3L3B4	2947	2728	2943	+1	Putative uncharacterized protein	4	0.08	62	2e-19	104	224	0.28
4306_g	507	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4307_g	1365	580	1332	Q8IBP4	2166	1910	2160	+1	Phosphoinositide-binding protein, putative 	8	0.12	158	6e-42	177	252	0.63
4308_g	3351	493	2994	Q8IBP4	2166	856	1662	+1	Phosphoinositide-binding protein, putative 	7	0.17	144	5e-64	252	365	0.40
4309_g	1601	177	1052	Q8I294	255	59	254	+3	Putative uncharacterized protein	30	0.50	70	1e-34	153	128	0.55
4310_g	1443	508	1440	Q7RQ60	475	159	470	+1	4-hydroxy-3-methylbut-2-enyl diphosphate 	30	0.66	235	2e-137	494	312	0.76
4311_g	3291	1	3288	Q7KQL4	1094	1	1094	+1	DNA polymerase	30	1.00	867	0	1765	1097	0.80
4312_g	1245	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4313_g	323	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4314_g	2697	466	2658	B3L5B5	1102	242	928	+1	Putative uncharacterized protein	5	0.72	213	7e-64	251	790	0.27
4315_g	753	514	732	Q8II55	1352	119	191	+1	Mitochondrial rpoD, putative	4	0.05	31	6e-10	69	73	0.43
4316_g	2614	1187	1537	F9M2K7	480	14	289	-1	Clumping factor A family protein	10	0.24	48	4e-09	69	116	0.42
4317_g	3093	193	2985	Q8I5S9	1251	163	1074	+1	Conserved Plasmodium protein	16	0.61	355	3e-155	555	762	0.47
4318_g	3816	13	3807	B3L351	1292	1	1290	+1	Adapter-related protein, putative	30	0.35	367	0	748	456	0.81
4319_g	1185	481	1153	C6KSY8	604	383	602	+1	Putative uncharacterized protein	6	0.34	144	4e-80	288	207	0.70
4320_g	1566	574	1248	C6KSY9	437	199	423	+1	Endonuclease III homologue, putative	30	0.51	159	2e-89	335	225	0.71
4321_g	567	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4322_g	243	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4323_g	237	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4324_g	2232	4	576	A5K8E1	585	5	200	+1	Putative uncharacterized protein	22	0.34	71	8e-29	134	197	0.37
4325_g	1385	69	1382	Q8I5V5	792	300	791	+3	Conserved Plasmodium protein	30	0.16	76	2e-42	179	125	0.61
4326_g	2778	91	2193	A5K3B3	845	45	745	+1	Putative uncharacterized protein	8	0.87	248	4e-90	338	736	0.34
4327_g	318	1	252	B3L5B6	156	1	87	+1	RNA binding protein, putative	30	0.56	47	6e-19	98	87	0.55
4328_g	1869	43	1731	B3L5B7	701	15	672	+1	Putative uncharacterized protein	30	0.56	131	1e-53	217	395	0.34
4329_g	1998	10	1998	Q8I2T3	820	21	711	+1	Dynein intermediate chain 2, ciliary	30	0.85	328	9e-151	539	697	0.48
4330_g	369	1	231	Q4XWI1	457	379	455	+1	Putative uncharacterized protein (Fragment) 	6	0.17	48	8e-14	81	77	0.63
4331_g	1257	1	1254	Q8I310	418	1	418	+1	Phospholipid or glycerol acyltransferase, 	30	1.00	271	2e-158	564	418	0.65
4332_g	69	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4333_g	579	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4334_g	651	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4335_g	909	254	780	H0YZA4	202	40	139	+1	Uncharacterized protein (Fragment)	30	0.30	47	4e-19	100	61	0.78
4336_g	525	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4337_g	153	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4338_g	327	1	324	B3L5L6	111	1	111	+1	Putative uncharacterized protein	15	1.00	92	5e-42	174	111	0.83
4339_g	2016	736	1797	Q8ILR9	4662	3104	3469	+1	Protein PF14_0175	14	0.08	80	5e-09	68	377	0.22
4340_g	1005	442	1005	Q8MPL0	316	119	315	+1	Putative uncharacterized protein Dd2-3.12 	30	0.48	57	1e-22	112	153	0.38
4341_g	613	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4342_g	1821	475	1035	G9I970	568	316	512	+1	Env protein	30	0.35	98	1e-37	164	197	0.50
4343_g	351	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4344_g	264	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4345_g	333	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4346_g	1950	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4347_g	1167	1	1146	B3L240	386	1	382	+1	Ribosomal protein L3, putative	30	0.99	295	2e-180	637	382	0.78
4348_g	462	1	459	Q8IJC7	179	1	179	+1	Centrin-3	30	1.00	143	1e-71	273	179	0.80
4349_g	756	1	717	C6KTC1	385	1	239	+1	Putative uncharacterized protein	30	0.62	157	4e-78	296	239	0.66
4350_g	1230	1	1221	A5K2B6	299	1	295	+1	Putative uncharacterized protein	6	0.76	105	1e-49	202	228	0.47
4351_g	329	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4352_g	1215	208	1197	Q8IEG9	408	14	403	+1	Lipoate-protein ligase a, putative	30	0.96	225	4e-125	453	390	0.58
4353_g	1911	1	267	Q8IEG8	554	180	259	+1	Putative uncharacterized protein	8	0.16	42	3e-14	86	89	0.48
4354_g	564	85	555	Q8IEG8	554	1	159	+1	Putative uncharacterized protein	7	0.29	75	1e-23	114	159	0.48
4355_g	2457	145	2454	Q8I3H7	719	24	719	+1	T-cell immunomodulatory protein homolog	30	1.08	433	0	817	773	0.57
4356_g	531	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4357_g	4254	2527	4206	Q8I235	1669	920	1467	+1	Kinesin, putative	30	0.34	397	0	780	560	0.71
4358_g	1227	1	1221	Q8I4T6	2932	2567	2932	+1	Conserved Plasmodium protein	12	0.14	163	2e-74	285	408	0.40
4359_g	2931	154	2925	Q7RNK7	2251	1007	1911	+1	Putative uncharacterized protein PY01809 	27	0.44	339	2e-149	536	987	0.35
4360_g	2418	10	729	Q4YWN3	534	200	426	+1	Integral membrane protein, putative (Fragment) 	8	0.46	86	2e-32	147	244	0.36
4361_g	1539	1270	1521	Q4XZ00	171	83	166	+1	Protein kinase, putative (Fragment)	11	0.49	67	9e-34	150	84	0.80
4362_g	198	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4363_g	525	1	522	Q4XFJ8	171	1	171	+1	Translationally-controlled tumor protein 	30	1.02	132	8e-71	270	174	0.76
4364_g	1188	1	1173	Q7RGS7	537	136	537	+1	Eukaryotic translation initiation factor 	30	0.75	245	5e-135	486	402	0.61
4365_g	1341	1	1338	Q8IJW1	388	1	388	+1	Endonuclease, putative	30	1.15	286	2e-138	497	447	0.64
4366_g	4998	106	4995	Q8I369	1516	11	1405	+1	Putative uncharacterized protein	11	0.69	297	1e-104	387	1048	0.29
4367_g	42	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4368_g	192	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4369_g	1047	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4370_g	2922	712	1131	I7J9F4	2462	997	1136	+1	Chromosome III, complete sequence	1	0.06	40	2e-08	67	141	0.29
4371_g	615	127	426	Q8I5P4	152	30	129	+1	Signal recognition particle SRP19, putative 	30	0.66	65	6e-33	145	100	0.65
4372_g	966	1	945	Q8I5P5	367	48	362	+1	Glycerol-3-phosphate dehydrogenase, putative 	30	0.86	192	3e-103	380	315	0.61
4373_g	150	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4374_g	378	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4375_g	3699	1111	3363	Q4Z754	1063	240	901	+1	Putative uncharacterized protein (Fragment) 	30	0.35	278	5e-153	548	373	0.75
4376_g	3234	16	3225	B3LC99	802	2	791	+1	Cullin-like protein, putative	30	0.50	215	6e-105	388	399	0.54
4377_g	1818	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4378_g	3058	128	517	Q80BM9	717	376	638	+2	Putative uncharacterized protein	30	0.18	51	4e-18	99	126	0.41
4379_g	2580	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4380_g	3681	1	3666	Q8I1U7	1193	1	1188	+1	Structural maintenance of chromosomes protein 	30	1.03	564	0	1001	1230	0.46
4381_g	318	1	312	Q8ILQ4	459	352	458	+1	Putative uncharacterized protein	5	0.23	45	6e-19	98	107	0.43
4382_g	123	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4383_g	849	34	846	Q8ILQ4	459	28	263	+1	Putative uncharacterized protein	5	0.62	105	3e-28	130	284	0.37
4384_g	63	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4385_g	1871	1074	1862	Q8I2H0	535	283	532	+3	Putative uncharacterized protein	3	0.50	90	2e-19	103	269	0.34
4386_g	1376	1	363	Q4YXS7	367	22	362	+1	Erythrocyte membrane protein 3, putative 	6	0.28	42	1e-11	76	102	0.42
4387_g	2505	124	2424	A5KA38	1327	684	1223	+1	Putative uncharacterized protein	6	0.15	109	2e-57	229	199	0.55
4388_g	2356	1	1263	Q8IC38	1540	1	444	+1	Putative uncharacterized protein	7	0.11	64	6e-22	112	169	0.38
4389_g	105	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4390_g	1311	1	1257	B3L347	453	1	435	+1	Alpha tubulin, putative	30	0.96	416	0	817	435	0.96
4391_g	279	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4392_g	1224	925	1194	I3ZQU0	476	384	474	+1	Merozoite surface protein 8 (Fragment) 	30	0.19	38	6e-13	80	92	0.42
4393_g	147	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4394_g	1494	607	900	Q7RE14	371	138	240	+1	Putative uncharacterized protein PY05255 	3	0.28	44	3e-07	62	105	0.42
4395_g	510	4	354	Q8IBP1	3429	1237	1356	+1	Uncharacterized protein PF07_0086	6	0.03	65	4e-32	142	120	0.55
4396_g	372	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4397_g	696	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4398_g	2361	1126	2172	Q4XXA1	1085	8	344	+1	Putative uncharacterized protein (Fragment) 	8	0.32	114	1e-40	174	351	0.33
4399_g	1722	1	1719	Q8IC40	1843	1296	1836	+1	Putative uncharacterized protein	8	0.33	185	3e-59	235	600	0.31
4400_g	2763	331	2202	B3KYX4	1790	496	1105	+1	Putative uncharacterized protein	7	0.23	119	2e-37	163	403	0.30
4401_g	4425	82	4371	Q968Y0	3628	2115	3587	+1	Chloroquine resistance marker protein 	6	0.03	41	3e-13	84	100	0.41
4402_g	1434	7	1431	B3L654	477	4	477	+1	Adenosylhomocysteinase	30	1.00	406	0	853	475	0.86
4403_g	2151	16	333	Q3BCY6	398	2	94	+1	Pg93 (Fragment)	7	0.27	55	8e-21	108	108	0.51
4404_g	42	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4405_g	246	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4406_g	1464	1	1377	A5K7A5	447	1	443	+1	26S proteasome regulatory subunit 4, putative 	30	1.03	392	0	776	460	0.86
4407_g	641	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4408_g	474	1	468	Q4YWE1	340	184	339	+1	Putative uncharacterized protein	14	0.46	122	4e-74	281	156	0.79
4409_g	2622	13	1041	Q8IJJ6	2134	3	391	+1	Conserved Plasmodium membrane protein 	5	0.18	134	2e-26	127	393	0.35
4410_g	1224	16	1218	Q8I701	411	31	410	+1	PBS lyase HEAT-like protein, putative 	30	0.40	118	1e-53	216	163	0.73
4411_g	177	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4412_g	1473	25	1470	C0H564	529	177	528	+1	Monocarboxylate transporter, putative 	21	0.36	109	5e-58	231	188	0.58
4413_g	879	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4414_g	306	145	303	Q4Y999	121	70	121	+1	Cyclophilin, putative (Fragment)	5	0.44	30	5e-08	62	53	0.57
4415_g	2127	130	2121	Q8I622	5729	5186	5728	+1	Dynein heavy chain, putative	30	0.07	155	2e-57	229	406	0.39
4416_g	96	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4417_g	2577	151	2424	Q8I5X4	840	234	823	+1	Conserved Plasmodium protein	30	0.37	143	4e-61	242	311	0.46
4418_g	321	1	315	Q4XEW9	219	25	129	+1	Putative uncharacterized protein	7	0.48	62	1e-31	140	105	0.60
4419_g	1209	28	1080	Q8IIH7	371	5	368	+1	Conserved Plasmodium protein	30	1.00	141	6e-59	233	372	0.38
4420_g	5051	3	5030	C0H4S2	1704	20	1603	+3	Ferlin like protein, putative	30	0.58	696	0	1333	996	0.70
4421_g	1389	193	1386	O96186	457	68	457	+1	Monocarboxylate transporter, putative 	30	0.87	243	4e-137	493	398	0.62
4422_g	2781	4	2151	Q8IKF7	1966	373	1118	+1	Putative uncharacterized protein	6	0.12	108	4e-50	206	229	0.48
4423_g	571	248	553	Q8IKF7	1966	76	182	+2	Putative uncharacterized protein	3	0.05	54	1e-21	107	107	0.51
4424_g	2530	2165	2527	A5K6U8	1231	1111	1231	+2	Putative uncharacterized protein	4	0.10	47	4e-15	89	124	0.38
4425_g	2004	521	1077	D7EKA4	186	1	180	+2	Putative uncharacterized protein	7	0.78	48	3e-11	50	145	0.34
4426_g	60	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4427_g	1023	19	1023	Q9GR09	344	5	339	+1	Replication factor C3	30	0.97	263	2e-143	514	335	0.79
4428_g	672	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4429_g	4980	97	4965	C0H4C4	5639	553	2475	+1	Putative uncharacterized protein	8	0.23	492	0	754	1280	0.39
4430_g	57	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4431_g	2850	734	1051	D2HSF5	284	20	284	+2	Putative uncharacterized protein (Fragment) 	3	0.42	36	2e-08	67	120	0.30
4432_g	414	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4433_g	4173	634	3975	Q4YV55	983	14	920	+1	RNA helicase , putative (Fragment)	30	0.43	294	8e-140	504	419	0.71
4434_g	264	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4435_g	33	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4436_g	2226	136	1749	E6Y8B9	630	39	608	+1	Subtilisin-like 1 serine protease	30	0.91	292	9e-153	546	572	0.52
4437_g	1524	496	1521	A5K9E4	507	159	507	+1	Putative uncharacterized protein	5	0.71	238	7e-105	386	359	0.67
4438_g	1461	1	1458	Q7RR63	588	41	588	+1	Putative uncharacterized protein PY00873 	30	0.58	212	5e-108	397	340	0.63
4439_g	1140	1	555	Q4YW14	172	1	159	+1	Putative uncharacterized protein	1	1.10	55	1e-06	59	189	0.30
4440_g	4256	396	4184	Q7RGB0	1641	310	1624	+3	Putative uncharacterized protein PY04437 	6	0.25	164	5e-63	249	414	0.40
4441_g	90	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4442_g	2868	487	756	B3L2P5	3899	1902	1983	+1	Putative uncharacterized protein	3	0.02	38	8e-08	65	91	0.42
4443_g	672	1	669	B3L357	188	1	188	+1	Putative uncharacterized protein	5	1.19	125	3e-43	179	223	0.57
4444_g	1140	13	1116	Q7RFU4	1172	735	1072	+1	Ubiquitin carboxyl-terminal hydrolase 	30	0.32	130	4e-61	240	376	0.35
4445_g	57	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4446_g	1137	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4447_g	1065	265	737	H1A4K2	287	158	287	+1	Uncharacterized protein (Fragment)	30	0.20	53	3e-42	110	57	0.93
4448_g	348	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4449_g	267	151	261	Q8IAZ1	160	33	69	+1	Putative uncharacterized protein	8	0.23	34	7e-13	78	37	0.92
4450_g	798	1	795	Q8IAZ2	491	208	466	+1	Putative uncharacterized protein	7	0.27	62	1e-19	102	132	0.47
4451_g	471	1	417	Q8IAZ3	266	120	258	+1	Eukaryotic translation initiation factor 	30	0.52	113	3e-60	235	139	0.82
4452_g	2211	472	2130	C6KSW0	360	17	330	+1	Putative uncharacterized protein	6	0.33	72	8e-32	144	119	0.61
4453_g	975	34	885	C6KTD4	328	11	299	+1	Sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine 	30	0.88	198	1e-115	421	289	0.69
4454_g	768	4	750	C6KTD5	280	27	273	+1	CPW-WPC family protein	30	0.90	144	2e-78	297	251	0.58
4455_g	1197	544	1068	G8GVE7	764	175	378	+1	Rhoptry neck protein-1	9	0.27	72	2e-28	132	205	0.36
4456_g	1208	741	1139	A5KAN6	772	620	752	+3	Putative uncharacterized protein	12	0.17	79	8e-40	170	133	0.60
4457_g	603	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4458_g	52	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
4459_g	3546	1966	3543	Q7R998	478	3	478	+1	Putative uncharacterized protein PY06966 	21	1.10	318	2e-162	579	527	0.61
4460_g	1323	7	1125	Q8I283	832	449	820	+1	Putative uncharacterized protein	6	0.46	137	9e-56	223	379	0.37
4461_g	2244	46	1524	Q8I283	832	7	332	+1	Putative uncharacterized protein	4	0.25	73	8e-10	71	207	0.36
